ID;Level;Word;Pinyin;Normalized;Meaning;Sentence;Sentence_Pinyin;Sentence_Normalized;Sentence_Meaning;Category
L1-0161;Beginner;火车;huǒchē;huoche;train;我坐火车去旅行。;wǒ zuò huǒ chē qù lǚ xíng 。;wo zuo huo che qu lv xing 。;i will travel by train.;Weather
L1-0162;Beginner;机场;jīchǎng;jichang;airport;机场离这里远吗？;jī chǎng lí zhè lǐ yuǎn ma ？;ji chang li zhe li yuan ma ？;is the airport far from here?;Transport
L1-0163;Beginner;机票;jīpiào;jipiao;air tickets;请查一下机票的时刻表。;qǐng chá yī xià jī piào de shí kè biǎo 。;qing cha yi xia ji piao de shi ke biao 。;please check the air tickets schedule.;Transport
L1-0164;Beginner;鸡蛋;jīdàn;jidan;eggs;早餐我吃了一个鸡蛋。;zǎo cān wǒ chī le yí gè jī dàn 。;zao can wo chi le yi ge ji dan 。;i ate an egg for breakfast.;Daily
L1-0165;Beginner;几;jǐ;ji;several;你几岁？;nǐ jǐ suì ？;ni ji sui ？;how old are you?;Daily
L1-0166;Beginner;记;jì;ji;record;记的时候要注意安全。;jì de shí hòu yào zhù yì ān quán 。;ji de shi hou yao zhu yi an quan 。;be careful when record.;Daily
L1-0167;Beginner;记得;jìde;jide;remember;你知道记得的意思吗？;nǐ zhī dào jì de de yì si ma ？;ni zhi dao ji de de yi si ma ？;do you know the meaning of remember?;Daily
L1-0168;Beginner;记住;jìzhù;jizhu;remember;记住改变了我的生活方式。;jì zhù gǎi biàn le wǒ de shēng huó fāng shì 。;ji zhu gai bian le wo de sheng huo fang shi 。;remember changed my way of life.;Daily
L1-0169;Beginner;家;jiā;jia;home;我家有五口人。;wǒ jiā yǒu wǔ kǒu rén 。;wo jia you wu kou ren 。;there are five people in my family.;Family
L1-0170;Beginner;家里;jiā li;jia li;home;我家里有很多人。;wǒ jiā lǐ yǒu hěn duō rén 。;wo jia li you hen duo ren 。;there are many people at my home.;Family
L1-0171;Beginner;家人;jiārén;jiaren;family;我的家人很爱我。;wǒ de jiā rén hěn ài wǒ 。;wo de jia ren hen ai wo 。;my family loves me very much.;Family
L1-0172;Beginner;间;jiān;jian;between;间让人印象深刻。;jiān ràng rén yìn xiàng shēn kè 。;jian rang ren yin xiang shen ke 。;between is very impressive.;Daily
L1-0173;Beginner;见;jiàn;jian;see;明天见。;míng tiān jiàn 。;ming tian jian 。;see you tomorrow.;Daily
L1-0174;Beginner;见面;jiànmiàn;jianmian;meeting;我们明天见面吧。;wǒ men míng tiān jiàn miàn ba 。;wo men ming tian jian mian ba 。;let's meet tomorrow.;Office
L1-0175;Beginner;教;jiāo;jiao;teach;老师教我们中文。;lǎo shī jiào wǒ men zhōng wén 。;lao shi jiao wo men zhong wen 。;the teacher teaches us Chinese.;Food
L1-0176;Beginner;叫;jiào;jiao;call;他叫我的名字。;tā jiào wǒ de míng zì 。;ta jiao wo de ming zi 。;he called my name.;Activity
L1-0177;Beginner;教学楼;jiàoxuélóu;jiaoxuelou;teaching building;我每天早上都吃教学楼。;wǒ měi tiān zǎo shàng dōu chī jiào xué lóu 。;wo mei tian zao shang dou chi jiao xue lou 。;i eat teaching building every morning.;Food
L1-0178;Beginner;姐姐;jiějie;jiejie;elder sister;我的姐姐很温柔。;wǒ de jiě jiě hěn wēn róu 。;wo de jie jie hen wen rou 。;my elder sister is very gentle.;Family
L1-0179;Beginner;介绍;jièshào;jieshao;introduce;让我来介绍一下。;ràng wǒ lái jiè shào yī xià 。;rang wo lai jie shao yi xia 。;let me introduce.;Daily
L1-0180;Beginner;今年;jīnnián;jinnian;this year;今年我十八岁了。;jīn nián wǒ shí bā suì le 。;jin nian wo shi ba sui le 。;i am eighteen years old this year.;Time
L1-0181;Beginner;今天;jīntiān;jintian;today;今天天气很好。;jīn tiān tiān qì hěn hǎo 。;jin tian tian qi hen hao 。;the weather is very good today.;Time
L1-0182;Beginner;进;jìn;jin;enter;请进来坐。;qǐng jìn lái zuò 。;qing jin lai zuo 。;please come in and sit.;Daily
L1-0183;Beginner;进来;jìnlái;jinlai;come in;快进来，外面冷。;kuài jìn lái ， wài miàn lěng 。;kuai jin lai ， wai mian leng 。;come in quickly, it's cold outside.;Daily
L1-0184;Beginner;进去;jìnqù;jinqu;go in;进去改变了我的生活方式。;jìn qù gǎi biàn le wǒ de shēng huó fāng shì 。;jin qu gai bian le wo de sheng huo fang shi 。;go in changed my way of life.;Daily
L1-0185;Beginner;九;jiǔ;jiu;nine;我有九个朋友。;wǒ yǒu jiǔ gè péng yǒu 。;wo you jiu ge peng you 。;i have nine friends.;Number
L1-0186;Beginner;就;jiù;jiu;at once;我就来。;wǒ jiù lái 。;wo jiu lai 。;i will come right away.;Daily
L1-0187;Beginner;觉得;juéde;juede;i think;我觉得这个问题很难。;wǒ jué de zhè ge wèn tí hěn nán 。;wo jue de zhe ge wen ti hen nan 。;i think this problem is very difficult.;Appearance
L1-0188;Beginner;开;kāi;kai;open;请开门。;qǐng kāi mén 。;qing kai men 。;please open the door.;Daily
L1-0189;Beginner;开车;kāichē;kaiche;driving;爸爸每天开车上班。;bà bà měi tiān kāi chē shàng bān 。;ba ba mei tian kai che shang ban 。;dad drives to work every day.;Daily
L1-0190;Beginner;开会;kāihuì;kaihui;meeting;下午我们要开会。;xià wǔ wǒ men yào kāi huì 。;xia wu wo men yao kai hui 。;we have a meeting this afternoon.;Office
L1-0191;Beginner;开玩笑;kāi wánxiào;kai wanxiao;just kidding;他在开玩笑。;tā zài kāi wán xiào 。;ta zai kai wan xiao 。;he is joking.;Daily
L1-0192;Beginner;看;kàn;kan;look;我在看书。;wǒ zài kàn shū 。;wo zai kan shu 。;i am reading a book.;Daily
L1-0193;Beginner;看病;kànbìng;kanbing;see a doctor;我去看病了。;wǒ qù kàn bìng le 。;wo qu kan bing le 。;i went to see a doctor.;Health
L1-0194;Beginner;看到;kàndào;kandao;see;我看到了一只猫。;wǒ kàn dào le yī zhī māo 。;wo kan dao le yi zhi mao 。;i saw a cat.;Daily
L1-0195;Beginner;看见;kànjiàn;kanjian;see;我看见一只小鸟。;wǒ kàn jiàn yī zhī xiǎo niǎo 。;wo kan jian yi zhi xiao niao 。;i saw a little bird.;Daily
L1-0196;Beginner;考;kǎo;kao;test;我喜欢和考一起学习。;wǒ xǐ huān hé kǎo yì qǐ xué xí 。;wo xi huan he kao yi qi xue xi 。;i like studying with test.;School
L1-0197;Beginner;考试;kǎoshì;kaoshi;exam;明天我们要考试。;míng tiān wǒ men yào kǎo shì 。;ming tian wo men yao kao shi 。;we have an exam tomorrow.;School
L1-0198;Beginner;渴;kě;ke;thirsty;我口渴了。;wǒ kǒu kě le 。;wo kou ke le 。;i am thirsty.;Daily
L1-0199;Beginner;课;kè;ke;class;今天的课很有趣。;jīn tiān de kè hěn yǒu qù 。;jin tian de ke hen you qu 。;today's class is very interesting.;School
L1-0200;Beginner;课本;kèběn;keben;textbook;请拿出课本。;qǐng ná chū kè běn 。;qing na chu ke ben 。;please take out your textbook.;School
L1-0201;Beginner;课文;kèwén;kewen;text;这篇课文很难。;zhè piān kè wén hěn nán 。;zhe pian ke wen hen nan 。;this text is very difficult.;Daily
L1-0202;Beginner;口;kǒu;kou;mouth;我的口很渴。;wǒ de kǒu hěn kě 。;wo de kou hen ke 。;my mouth is very thirsty.;Daily
L1-0203;Beginner;块;kuài;kuai;block;这个西瓜十块钱。;zhè ge xī guā shí kuài qián 。;zhe ge xi gua shi kuai qian 。;this watermelon costs ten yuan.;Daily
L1-0204;Beginner;快;kuài;kuai;quick;快点，要迟到了。;kuài diǎn ， yào chí dào le 。;kuai dian ， yao chi dao le 。;hurry up, we're going to be late.;Daily
L1-0205;Beginner;来;lái;lai;come;你来一下。;nǐ lái yī xià 。;ni lai yi xia 。;come here for a moment.;Daily
L1-0206;Beginner;来到;láidào;laidao;arrived;我来到了北京。;wǒ lái dào le běi jīng 。;wo lai dao le bei jing 。;i arrived in Beijing.;Daily
L1-0207;Beginner;老;lǎo;lao;old;我的老师很老。;wǒ de lǎo shī hěn lǎo 。;wo de lao shi hen lao 。;my teacher is very old.;Daily
L1-0208;Beginner;老人;lǎorén;laoren;elder;老人改变了我的生活方式。;lǎo rén gǎi biàn le wǒ de shēng huó fāng shì 。;lao ren gai bian le wo de sheng huo fang shi 。;elder changed my way of life.;Daily
L1-0209;Beginner;老师;lǎoshī;laoshi;teacher;我的老师很好。;wǒ de lǎo shī hěn hǎo 。;wo de lao shi hen hao 。;my teacher is very good.;School
L1-0210;Beginner;了;le;le;already;我吃了饭。;wǒ chī le fàn 。;wo chi le fan 。;i have eaten.;Activity
L1-0211;Beginner;累;lèi;lei;tired;我今天很累。;wǒ jīn tiān hěn lèi 。;wo jin tian hen lei 。;i am very tired today.;Emotion
L1-0212;Beginner;冷;lěng;leng;cold;今天很冷。;jīn tiān hěn lěng 。;jin tian hen leng 。;it's very cold today.;Weather
L1-0213;Beginner;里;lǐ;li;inside;我在教室里学习。;wǒ zài jiào shì lǐ xué xí 。;wo zai jiao shi li xue xi 。;i am studying in the classroom.;Daily
L1-0214;Beginner;里边;lǐbian;libian;inside;里边的时候要注意安全。;lǐ biān de shí hòu yào zhù yì ān quán 。;li bian de shi hou yao zhu yi an quan 。;be careful when inside.;Daily
L1-0215;Beginner;两;liǎng;liang;two;两成了我们的口号。;liǎng chéng le wǒ men de kǒu hào 。;liang cheng le wo men de kou hao 。;two became our slogan.;Number
L1-0216;Beginner;零;líng;ling;zero;今天气温零度。;jīn tiān qì wēn líng dù 。;jin tian qi wen ling du 。;the temperature is zero degrees today.;Daily
L1-0217;Beginner;六;liù;liu;six;我有六本书。;wǒ yǒu liù běn shū 。;wo you liu ben shu 。;i have six books.;Number
L1-0218;Beginner;楼;lóu;lou;building;我家在三楼。;wǒ jiā zài sān lóu 。;wo jia zai san lou 。;my home is on the third floor.;Place
L1-0219;Beginner;楼上;lóu shàng;lou shang;upstairs;请把楼上递给我。;qǐng bǎ lóu shàng dì gěi wǒ 。;qing ba lou shang di gei wo 。;please pass me the upstairs.;Daily
L1-0220;Beginner;楼下;lóu xià;lou xia;downstairs;楼下让人印象深刻。;lóu xià ràng rén yìn xiàng shēn kè 。;lou xia rang ren yin xiang shen ke 。;downstairs is very impressive.;Daily
L1-0221;Beginner;路;lù;lu;road;这条路很长。;zhè tiáo lù hěn zhǎng 。;zhe tiao lu hen zhang 。;this road is very long.;Transport
L1-0222;Beginner;路口;lùkǒu;lukou;intersection;前面有一个路口。;qián miàn yǒu yí gè lù kǒu 。;qian mian you yi ge lu kou 。;there is an intersection ahead.;Daily
L1-0223;Beginner;路上;lùshang;lushang;on the road;明天我们路上去海边玩。;míng tiān wǒ men lù shàng qù hǎi biān wán 。;ming tian wo men lu shang qu hai bian wan 。;tomorrow we'll on the road to the seaside to play.;Transport
L1-0224;Beginner;妈妈;māma;mama;mother;我的妈妈很爱我。;wǒ de mā mā hěn ài wǒ 。;wo de ma ma hen ai wo 。;my mother loves me very much.;Family
L1-0225;Beginner;马路;mǎlù;malu;road;马路上有很多车。;mǎ lù shàng yǒu hěn duō chē 。;ma lu shang you hen duo che 。;there are many cars on the road.;Transport
L1-0226;Beginner;马上;mǎshàng;mashang;immediately;马上是我们经常用到的东西。;mǎ shàng shì wǒ men jīng cháng yòng dào de dōng xī 。;ma shang shi wo men jing chang yong dao de dong xi 。;immediately is something we often use.;Daily
L1-0227;Beginner;吗;ma;ma;is that right?;你吃饭了吗？;nǐ chī fàn le ma ？;ni chi fan le ma ？;have you eaten?;Appearance
L1-0228;Beginner;买;mǎi;mai;buy;我去买水果。;wǒ qù mǎi shuǐ guǒ 。;wo qu mai shui guo 。;i will go buy fruits.;Shopping
L1-0229;Beginner;慢;màn;man;slow;请慢点说。;qǐng màn diǎn shuō 。;qing man dian shuo 。;please speak slowly.;Daily
L1-0230;Beginner;忙;máng;mang;busy;我最近很忙。;wǒ zuì jìn hěn máng 。;wo zui jin hen mang 。;i have been very busy recently.;Transport
L1-0231;Beginner;毛;máo;mao;hair;这只小狗的毛很软。;zhè zhǐ xiǎo gǒu de máo hěn ruǎn 。;zhe zhi xiao gou de mao hen ruan 。;this puppy's fur is very soft.;Daily
L1-0232;Beginner;没;méi;mei;not;我没去。;wǒ méi qù 。;wo mei qu 。;i didn't go.;Daily
L1-0233;Beginner;没关系;méi guānxi;mei guanxi;it doesn’t matter;没关系，下次再来。;méi guān xì ， xià cì zài lái 。;mei guan xi ， xia ci zai lai 。;it doesn't matter, come again next time.;Daily
L1-0234;Beginner;没什么;méi shénme;mei shenme;it's nothing;没什么大事。;méi shén me dà shì 。;mei shen me da shi 。;it's nothing serious.;Appearance
L1-0235;Beginner;没事儿;méishìr;meishir;it's okay;没事儿，别担心。;méi shì ér ， bié dān xīn 。;mei shi er ， bie dan xin 。;it's okay, don't worry.;Daily
L1-0236;Beginner;没有;méiyǒu;meiyou;no;我没有钱。;wǒ méi yǒu qián 。;wo mei you qian 。;i don't have money.;Daily
L1-0237;Beginner;妹妹;mèimei;meimei;younger sister;我的妹妹很可爱。;wǒ de mèi mèi hěn kě ài 。;wo de mei mei hen ke ai 。;my younger sister is very cute.;Family
L1-0238;Beginner;门;mén;men;door;请把门关上。;qǐng bǎ mén guān shàng 。;qing ba men guan shang 。;please close the door.;Daily
L1-0239;Beginner;门口;ménkǒu;menkou;doorway;我在门口等你。;wǒ zài mén kǒu děng nǐ 。;wo zai men kou deng ni 。;i am waiting for you at the door.;Daily
L1-0240;Beginner;门票;ménpiào;menpiao;tickets;坐门票比打车便宜多了。;zuò mén piào bǐ dǎ chē pián yi duō le 。;zuo men piao bi da che pian yi duo le 。;taking the tickets is much cheaper than a taxi.;Transport
L1-0241;Beginner;们;men;men;them;他们是我的朋友。;tā men shì wǒ de péng yǒu 。;ta men shi wo de peng you 。;they are my friends.;Daily
L1-0242;Beginner;米饭;mǐfàn;mifan;rice;这家店的米饭味道很好。;zhè jiā diàn de mǐ fàn wèi dào hěn hǎo 。;zhe jia dian de mi fan wei dao hen hao 。;the rice at this shop tastes very good.;Food
L1-0243;Beginner;面包;miànbāo;mianbao;bread;早餐我吃面包。;zǎo cān wǒ chī miàn bāo 。;zao can wo chi mian bao 。;i eat bread for breakfast.;Food
L1-0244;Beginner;面条儿;miàntiáor;miantiaor;noodles;我喜欢吃面条儿。;wǒ xǐ huān chī miàn tiáo ér 。;wo xi huan chi mian tiao er 。;i like eating noodles.;Food
L1-0245;Beginner;名字;míngzi;mingzi;name;你的名字很好听。;nǐ de míng zì hěn hǎo tīng 。;ni de ming zi hen hao ting 。;your name sounds very nice.;Daily
L1-0246;Beginner;明白;míngbai;mingbai;clear;我明白了。;wǒ míng bái le 。;wo ming bai le 。;i understand.;Daily
L1-0247;Beginner;明年;míngnián;mingnian;next year;明年你有空吗？;míng nián nǐ yǒu kòng ma ？;ming nian ni you kong ma ？;are you free next year?;Time
L1-0248;Beginner;明天;míngtiān;mingtian;tomorrow;明天见。;míng tiān jiàn 。;ming tian jian 。;see you tomorrow.;Time
L1-0249;Beginner;拿;ná;na;take;请把书拿过来。;qǐng bǎ shū ná guò lái 。;qing ba shu na guo lai 。;please bring the book over.;Daily
L1-0250;Beginner;哪;nǎ;na;where;你要哪一个？;nǐ yào nǎ yí gè ？;ni yao na yi ge ？;which one do you want?;Daily
L1-0251;Beginner;哪里;nǎlǐ;nali;where;你在哪里？;nǐ zài nǎ lǐ ？;ni zai na li ？;where are you?;Daily
L1-0252;Beginner;哪儿;nǎr;nar;where;哪儿让人印象深刻。;nǎ ér ràng rén yìn xiàng shēn kè 。;na er rang ren yin xiang shen ke 。;where is very impressive.;Daily
L1-0253;Beginner;哪些;nǎxiē;naxie;which;我觉得哪些非常重要。;wǒ jué de nǎ xiē fēi cháng zhòng yào 。;wo jue de na xie fei chang zhong yao 。;i think which is very important.;Daily
L1-0254;Beginner;那;nà;na;that;请把那洗干净。;qǐng bǎ nà xǐ gān jìng 。;qing ba na xi gan jing 。;please wash the that clean.;Appearance
L1-0255;Beginner;那边;nàbiān;nabian;that side;那边放在衣柜的最上面。;nà biān fàng zài yī guì de zuì shàng miàn 。;na bian fang zai yi gui de zui shang mian 。;the that side is placed at the top of the wardrobe.;Appearance
L1-0256;Beginner;那里;nàlǐ;nali;there;那里改变了我的生活方式。;nà lǐ gǎi biàn le wǒ de shēng huó fāng shì 。;na li gai bian le wo de sheng huo fang shi 。;there changed my way of life.;Daily
L1-0257;Beginner;那儿;nàr;nar;there;这个那儿在日常生活中很有用。;zhè ge nà ér zài rì cháng shēng huó zhōng hěn yǒu yòng 。;zhe ge na er zai ri chang sheng huo zhong hen you yong 。;this there is very useful in daily life.;Daily
L1-0258;Beginner;那些;nàxiē;naxie;those ones;那些是我的书。;nà xiē shì wǒ de shū 。;na xie shi wo de shu 。;those are my books.;Number
L1-0259;Beginner;奶;nǎi;nai;milk;我喝牛奶。;wǒ hē niú nǎi 。;wo he niu nai 。;i drink milk.;Food
L1-0260;Beginner;奶奶;nǎinai;nainai;grandmother;我的奶奶很慈祥。;wǒ de nǎi nǎi hěn cí xiáng 。;wo de nai nai hen ci xiang 。;my grandmother is very kind.;Family
L1-0261;Beginner;男;nán;;male;他是男生。;tā shì nán shēng 。;ta shi nan sheng 。;he is a boy.;People
L1-0262;Beginner;男孩儿;nánháir;nanhair;boy;那个男孩儿很活泼。;nà ge nán hái er hěn huó pō 。;na ge nan hai er hen huo po 。;that boy is very lively.;People
L1-0263;Beginner;男朋友;nánpéngyou;nanpengyou;boy friend;我的男朋友很帅。;wǒ de nán péng yǒu hěn shuài 。;wo de nan peng you hen shuai 。;my boyfriend is very handsome.;People
L1-0264;Beginner;男人;nánrén;nanren;man;那个男人很高。;nà ge nán rén hěn gāo 。;na ge nan ren hen gao 。;that man is very tall.;People
L1-0265;Beginner;男生;nánshēng;nansheng;boys;我们班有很多男生。;wǒ men bān yǒu hěn duō nán shēng 。;wo men ban you hen duo nan sheng 。;there are many boys in our class.;People
